"1","Acorus_americanus"
"2","Allamanda_cathartica"
"3","Catharanthus_roseus"
"4","Ipomoea_purpurea"
"5","Rosmarinus_officinalis"
"6","Tanacetum_parthenium"
"7","Inula_helenium"
"8","Diospyros_malabarica"
"9","Kochia_scoparia"
"10","Arabidopsis_thaliana"
"11","Carica_papaya"
"12","Hibiscus_cannabinus"
"13","Populus_trichocarpa"
"14","Boehmeria_nivea"
"15","Medicago_truncatula"
"16","Larrea_tridentata"
"17","Vitis_vinifera"
"18","Aquilegia_formosa"
"19","Podophyllum_peltatum"
"20","Eschscholzia_californica"
"21","Houttuynia_cordata"
"22","Saruma_henryi"
"23","Liriodendron_tulipifera"
"24","Persea_americana"
"25","Sarcandra_glabra"
"26","Alsophila_spinulosa"
"27","Pteridium_aquilinum"
"28","Ophioglossum_petiolatum"
"29","Psilotum_nudum"
"30","Angiopteris_evecta"
"31","Equisetum_diffusum"
"32","Chara_vulgaris"
"33","Chlorokybus_atmophyticus"
"34","Spirotaenia_minuta"
"35","Mesostigma_viride"
"36","Monomastix_opisthostigma"
"37","Pyramimonas_parkeae"
"38","Nephroselmis_pyriformis"
"39","Uronema_sp"
"40","Entransia_fimbriata"
"41","Klebsormidium_subtile"
"42","Chaetosphaeridium_globosum"
"43","Coleochaete_irregularis"
"44","Coleochaete_scutata"
"45","Cylindrocystis_cushleckae"
"46","Mougeotia_sp"
"47","Cylindrocystis_brebissonii"
"48","Mesotaenium_endlicherianum"
"49","Cosmarium_ochthodes"
"50","Penium_margaritaceum"
"51","Roya_obtusa"
"52","Netrium_digitus"
"53","Spirogyra_sp"
"54","Nothoceros_aenigmaticus"
"55","Nothoceros_vincentianus"
"56","Marchantia_emarginata"
"57","Marchantia_polymorpha"
"58","Riccia_sp"
"59","Sphaerocarpos_texanus"
"60","Metzgeria_crassipilis"
"61","Bazzania_trilobata"
"62","Polytrichum_commune"
"63","Rosulabryum_cf_capillare"
"64","Bryum_argenteum"
"65","Anomodon_attenuatus"
"66","Leucodon_brachypus"
"67","Rhynchostegium_serrulatum"
"68","Thuidium_delicatulum"
"69","Hedwigia_ciliata"
"70","Ceratodon_purpureus"
"71","Physcomitrella_patens"
"72","Sphagnum_lescurii"
"73","Huperzia_squarrosa"
"74","Pseudolycopodiella_caroliniana"
"75","Dendrolycopodium_obscurum"
"76","Selaginella_moellendorffii_1kp"
"77","Selaginella_moellendorffii_genome"
"78","Cedrus_libani"
"79","Pinus_taeda"
"80","Ephedra_sinica"
"81","Gnetum_montanum"
"82","Welwitschia_mirabilis"
"83","Cunninghamia_lanceolata"
"84","Juniperus_scopulorum"
"85","Taxus_baccata"
"86","Sciadopitys_verticillata"
"87","Prumnopitys_andina"
"88","Cycas_micholitzii"
"89","Cycas_rumphii"
"90","Zamia_vazquezii"
"91","Ginkgo_biloba"
"92","Amborella_trichopoda"
"93","Nuphar_advena"
"94","Kadsura_heteroclita"
"95","Brachypodium_distachyon"
"96","Oryza_sativa"
"97","Sorghum_bicolor"
"98","Zea_mays"
"99","Sabal_bermudana"
"100","Yucca_filamentosa"
"101","Colchicum_autumnale"
"102","Smilax_bona"
"103","Dioscorea_villosa"
