"1","AlligatorMVZ"
"2","Alligator"
"3","Chrysemys"
"4","Malaclemys"
"5","Dierochelys"
"6","Aptenodytes"
"7","Trachemys"
"8","Pseudemys"
"9","Indotestudo"
"10","Malacochersus"
"11","Dermochelys"
"12","Emys"
"13","Terrapene"
"14","Kinixys"
"15","Eurotestudo"
"16","Testudo"
"17","Agrionemys"
"18","Geochelone"
"19","Stigmochelys"
"20","Chelonoidis"
"21","Mauremysm"
"22","Mauremysc"
"23","Cuorag"
"24","Geoemyda"
"25","Leucocephalon"
"26","Platysternon"
"27","Sacalia"
"28","Emydura"
"29","Rhinoclemmys"
"30","Hardella"
"31","Kachuga"
"32","Malayemys"
"33","Sternotherusm"
"34","Cuorap"
"35","Sternotherusc"
"36","Kinosternon"
"37","Claudius"
"38","Dermatemys"
"39","Chelydra"
"40","Eretmochelys"
"41","Chelonia"
"42","Apalone"
"43","Pelodiscus"
"44","Lissemys"
"45","Chelodina"
"46","Pelomedusa"
"47","Phrynops"
"48","Platemys"
"49","Gallus"
"50","Taeniopygia"
"51","Alethe"
"52","Nectarina"
"53","Sylvietta"
"54","Casuarius"
"55","Dendropicos"
"56","Terpsiphone"
"57","Aglaiocercus"
"58","Anas"
"59","Accipiter"
"60","Anolis"
"61","Rana"
"62","Dracob"
"63","Dracos"
"64","Xenopeltis"
"65","Nerodia"
"66","Leptotyphlops"
"67","Geotrypetes"
"68","Rhineura"
"69","Mesalina"
"70","Bipes"
"71","Aspidoscelis"
"72","Anniella"
"73","Heloderma"
"74","Varanus"
"75","Plestiodon"
"76","Xantusia"
"77","Cyrtodactylus"
"78","Heternotia"
"79","Chamaeleo"
"80","Dibamus"
"81","Bos"
"82","Tursiops"
"83","Sus"
"84","Vicugna"
"85","Equus"
"86","Myotis"
"87","Pteropus"
"88","Canis"
"89","Felis"
"90","Erinaceus"
"91","Sorex"
"92","Callithrix"
"93","Homo"
"94","Pan"
"95","Gorilla"
"96","Pongo"
"97","Macaca"
"98","Tarsius"
"99","Microcebus"
"100","Otolemur"
"101","Cavia"
"102","Dipodomys"
"103","Mus"
"104","Rattus"
"105","Spermophilus"
"106","Ochotona"
"107","Oryctolagus"
"108","Tupaia"
"109","Choloepus"
"110","Dasypus"
"111","Echinops"
"112","Loxodonta"
"113","Procavia"
"114","Macropus"
"115","Monodelphis"
"116","Ornithorhynchus"
"117","Icthyophis"
"118","Osaecilia"
"119","Ambystoma"
"120","Ensatina"
"121","Hynobius"
"122","Xenopus"
"123","Pipa"
"124","Fejervarya"
"125","Danio"
"126","Gasterosteus"
"127","Takifugu"
"128","Tetraodon"
"129","Oryzias"
