"1","ailur_mel"
"2","lepto_wed"
"3","odobe_ros"
"4","muste_put"
"5","canis_fam"
"6","felis_cat"
"7","panth_tig"
"8","manis_pen"
"9","balae_acu"
"10","physe_mac"
"11","lipot_vex"
"12","orcin_orc"
"13","tursi_tru"
"14","bos_mut"
"15","bos_tau"
"16","capra_hir"
"17","ovis_ari"
"18","panth_hod"
"19","sus_scr"
"20","camel_fer"
"21","vicug_pac"
"22","cerat_sim"
"23","equus_cab"
"24","eidol_hel"
"25","ptero_ale"
"26","ptero_vam"
"27","megad_lyr"
"28","rhino_fer"
"29","myoti_luc"
"30","myoti_bra"
"31","eptes_fus"
"32","ptero_par"
"33","condy_cri"
"34","erina_eur"
"35","sorex_ara"
"36","calli_jac"
"37","saimi_bol"
"38","chlor_sab"
"39","macac_fas"
"40","macac_mul"
"41","papio_anu"
"42","goril_gor"
"43","homo_sap"
"44","pan_pan"
"45","pan_tro"
"46","pongo_abe"
"47","nomas_leu"
"48","tarsi_syr"
"49","daube_mad"
"50","micro_mur"
"51","otole_gar"
"52","galeo_var"
"53","cavia_por"
"54","chinc_lan"
"55","octod_deg"
"56","heter_gla"
"57","crice_gri"
"58","mesoc_aur"
"59","micro_och"
"60","perom_man"
"61","mus_mus"
"62","rattu_nor"
"63","jacul_jac"
"64","dipod_ord"
"65","ictid_tri"
"66","ochot_pri"
"67","oryct_cun"
"68","tupai_bel"
"69","tupai_chi"
"70","cholo_hof"
"71","dasyp_nov"
"72","echin_tel"
"73","chrys_asi"
"74","eleph_edw"
"75","oryct_afe"
"76","proca_cap"
"77","loxod_afr"
"78","trich_man"
"79","macro_eug"
"80","sarco_har"
"81","monod_dom"
"82","ornit_ana"
"83","anoli_car"
"84","gallu_gal"
"85","melea_gal"
"86","pelod_sin"
"87","xenop_tro"
"88","latim_cha"
"89","danio_rer"
"90","gaste_acu"
